,description,language,description_no_nn,translated_text,tokens_text,preprocessed_text,ngrams_only,Nouns,final_tokens,final_memo_tokens
439, clinical information patient initials identifier number gxxx relevant clinical history and physical exam year old man presented the clinic with left arm numbness for one month his past medical history was significant for hypertension and type diabetes both which were well controlled admitted have fallen home three months prior presentation but did not seek medical help that time since one month ago started note coldness and numbness throughout ,en, clinical information patient initials identifier number gxxx relevant clinical history and physical exam year old man presented the clinic with left arm numbness for one month his past medical history was significant for hypertension and type diabetes both which were well controlled admitted have fallen home three months prior presentation but did not seek medical help that time since one month ago started note coldness and numbness throughout , clinical information patient initials identifier number gxxx relevant clinical history and physical exam year old man presented the clinic with left arm numbness for one month his past medical history was significant for hypertension and type diabetes both which were well controlled admitted have fallen home three months prior presentation but did not seek medical help that time since one month ago started note coldness and numbness throughout ,"['clinical', 'information', 'patient', 'initial', 'identifier', 'number', 'gxxx', 'relevant', 'clinical', 'history', 'physical', 'exam', 'year', 'old', 'man', 'presented', 'clinic', 'left', 'arm', 'numbness', 'one', 'month', 'past', 'medical', 'history', 'significant', 'hypertension', 'type', 'diabetes', 'well', 'controlled', 'admitted', 'fallen', 'home', 'three', 'month', 'prior', 'presentation', 'seek', 'medical', 'help', 'time', 'since', 'one', 'month', 'ago', 'started', 'note', 'coldness', 'numbness', 'throughout']","['clinical', 'information', 'patient', 'initial_identifier_number', 'gxxx', 'relevant', 'clinical', 'history_physical_exam_year', 'old_man', 'presented', 'clinic', 'left', 'arm', 'numbness', 'one', 'month', 'past', 'medical', 'history', 'significant', 'hypertension', 'type', 'diabetes', 'well', 'controlled', 'admitted', 'fallen', 'home', 'three', 'month', 'prior', 'presentation', 'seek', 'medical', 'help', 'time', 'since', 'one', 'month', 'ago', 'started', 'note', 'coldness', 'numbness', 'throughout']","['initial_identifier_number', 'history_physical_exam_year', 'old_man']",information patient number gxxx history exam year man arm numbness month history hypertension type month presentation seek help time month note coldness numbness,"['initial_identifier_number', 'history_physical_exam_year', 'old_man', 'information', 'patient', 'number', 'gxxx', 'history', 'exam', 'year', 'man', 'arm', 'numbness', 'month', 'hypertension', 'type', 'presentation', 'seek', 'help', 'time', 'note', 'coldness']","['initial_identifier_number', 'history_physical_exam_year', 'old_man', 'information', 'patient', 'number', 'gxxx', 'history', 'exam', 'year', 'man', 'arm', 'numbness', 'month', 'hypertension', 'type', 'presentation', 'seek', 'help', 'time', 'note', 'coldness']"
440, the present study aims investigate islet autoimmunity and susceptibility type diabetes td children adolescents with autoimmune thyroid disease aitd and family members aitd patients with islet autoimmunity islet cell cytoplasmic glutamic acid decarboxylase and tyrosine phosphatase autoantibodies were measured aitd patients with autoimmune thyroiditis with graves disease family members aitd patients with islet autoimmunity and age matc ,en, the present study aims investigate islet autoimmunity and susceptibility type diabetes td children adolescents with autoimmune thyroid disease aitd and family members aitd patients with islet autoimmunity islet cell cytoplasmic glutamic acid decarboxylase and tyrosine phosphatase autoantibodies were measured aitd patients with autoimmune thyroiditis with graves disease family members aitd patients with islet autoimmunity and age matc , the present study aims investigate islet autoimmunity and susceptibility type diabetes td children adolescents with autoimmune thyroid disease aitd and family members aitd patients with islet autoimmunity islet cell cytoplasmic glutamic acid decarboxylase and tyrosine phosphatase autoantibodies were measured aitd patients with autoimmune thyroiditis with graves disease family members aitd patients with islet autoimmunity and age matc ,"['present', 'study', 'aim', 'investigate', 'islet', 'autoimmunity', 'susceptibility', 'type', 'diabetes', 'td', 'child', 'adolescent', 'autoimmune', 'thyroid', 'disease', 'aitd', 'family', 'member', 'aitd', 'patient', 'islet', 'autoimmunity', 'islet', 'cell', 'cytoplasmic', 'glutamic', 'acid', 'decarboxylase', 'tyrosine', 'phosphatase', 'autoantibody', 'measured', 'aitd', 'patient', 'autoimmune', 'thyroiditis', 'graf', 'disease', 'family', 'member', 'aitd', 'patient', 'islet', 'autoimmunity', 'age', 'matc']","['present', 'study', 'aim', 'investigate', 'islet', 'autoimmunity', 'susceptibility', 'type', 'diabetes', 'td', 'child_adolescent', 'autoimmune', 'thyroid', 'disease', 'aitd', 'family', 'member', 'aitd', 'patient', 'islet', 'autoimmunity', 'islet', 'cell', 'cytoplasmic', 'glutamic', 'acid', 'decarboxylase', 'tyrosine', 'phosphatase', 'autoantibody', 'measured', 'aitd', 'patient', 'autoimmune', 'thyroiditis', 'graf', 'disease', 'family', 'member', 'aitd', 'patient', 'islet', 'autoimmunity', 'age', 'matc']",['child_adolescent'],study aim islet autoimmunity susceptibility type adolescent autoimmune disease family member islet autoimmunity islet cell acid decarboxylase tyrosine phosphatase autoantibody patient autoimmune thyroiditis graf disease family member islet autoimmunity age matc,"['child_adolescent', 'study', 'aim', 'islet', 'autoimmunity', 'susceptibility', 'type', 'adolescent', 'autoimmune', 'disease', 'family', 'member', 'cell', 'acid', 'decarboxylase', 'tyrosine', 'phosphatase', 'autoantibody', 'patient', 'thyroiditis', 'graf', 'age', 'matc']","['child_adolescent', 'study', 'aim', 'islet', 'autoimmunity', 'susceptibility', 'type', 'adolescent', 'autoimmune', 'disease', 'family', 'member', 'cell', 'acid', 'decarboxylase', 'tyrosine', 'phosphatase', 'autoantibody', 'patient', 'thyroiditis', 'graf', 'age', 'matc']"
441, introduction amp objectives orgasmic phase disorders men may negatively impact toward satisfactory sexual intercourses the interrelationship between and erectile dysfunction has been scantly analysed aimed investigate the prevalence and the predictors unreported cohort men seeking medical help for new onset the real life setting materials amp methods data from men seeking first medical help for new onset single andrology centr ,en, introduction amp objectives orgasmic phase disorders men may negatively impact toward satisfactory sexual intercourses the interrelationship between and erectile dysfunction has been scantly analysed aimed investigate the prevalence and the predictors unreported cohort men seeking medical help for new onset the real life setting materials amp methods data from men seeking first medical help for new onset single andrology centr , introduction amp objectives orgasmic phase disorders men may negatively impact toward satisfactory sexual intercourses the interrelationship between and erectile dysfunction has been scantly analysed aimed investigate the prevalence and the predictors unreported cohort men seeking medical help for new onset the real life setting materials amp methods data from men seeking first medical help for new onset single andrology centr ,"['introduction', 'amp', 'objective', 'orgasmic', 'phase', 'disorder', 'men', 'may', 'negatively', 'impact', 'toward', 'satisfactory', 'sexual', 'intercourse', 'interrelationship', 'erectile', 'dysfunction', 'scantly', 'analysed', 'aimed', 'investigate', 'prevalence', 'predictor', 'unreported', 'cohort', 'men', 'seeking', 'medical', 'help', 'new', 'onset', 'real', 'life', 'setting', 'material', 'amp', 'method', 'data', 'men', 'seeking', 'first', 'medical', 'help', 'new', 'onset', 'single', 'andrology', 'centr']","['introduction', 'amp', 'objective', 'orgasmic', 'phase', 'disorder', 'men', 'may', 'negatively', 'impact', 'toward', 'satisfactory', 'sexual', 'intercourse', 'interrelationship', 'erectile', 'dysfunction', 'scantly', 'analysed', 'aimed_investigate', 'prevalence', 'predictor', 'unreported', 'cohort', 'men', 'seeking', 'medical', 'help', 'new', 'onset', 'real', 'life', 'setting', 'material', 'amp', 'method', 'data', 'men', 'seeking', 'first', 'medical', 'help', 'new', 'onset', 'single', 'andrology', 'centr']",['aimed_investigate'],introduction amp phase disorder men intercourse interrelationship dysfunction prevalence predictor cohort men help life material amp method data men andrology centr,"['aimed_investigate', 'introduction', 'amp', 'phase', 'disorder', 'men', 'intercourse', 'interrelationship', 'dysfunction', 'prevalence', 'predictor', 'cohort', 'help', 'life', 'material', 'method', 'data', 'andrology', 'centr']","['aimed_investigate', 'introduction', 'amp', 'phase', 'disorder', 'men', 'intercourse', 'interrelationship', 'dysfunction', 'prevalence', 'predictor', 'cohort', 'help', 'life', 'material', 'method', 'data', 'andrology', 'centr']"
442, research shows that children and adolescents with type diabetes td compared with their peers without diabetes have greater risk psychiatric disorders however study has comprehensively examined whether having psychiatric disorders associated with educational outcomes children and adolescents with td ,en, research shows that children and adolescents with type diabetes td compared with their peers without diabetes have greater risk psychiatric disorders however study has comprehensively examined whether having psychiatric disorders associated with educational outcomes children and adolescents with td , research shows that children and adolescents with type diabetes td compared with their peers without diabetes have greater risk psychiatric disorders however study has comprehensively examined whether having psychiatric disorders associated with educational outcomes children and adolescents with td ,"['research', 'show', 'child', 'adolescent', 'type', 'diabetes', 'td', 'compared', 'peer', 'without', 'diabetes', 'greater', 'risk', 'psychiatric', 'disorder', 'however', 'study', 'comprehensively', 'examined', 'whether', 'psychiatric', 'disorder', 'associated', 'educational', 'outcome', 'child', 'adolescent', 'td']","['research', 'show', 'child_adolescent', 'type', 'diabetes', 'td', 'compared', 'peer', 'without', 'diabetes', 'greater', 'risk', 'psychiatric', 'disorder', 'however', 'study', 'comprehensively', 'examined', 'whether', 'psychiatric', 'disorder', 'associated', 'educational', 'outcome', 'child_adolescent', 'td']","['child_adolescent', 'child_adolescent']",research show type td peer diabetes risk disorder disorder outcome child adolescent td,"['child_adolescent', 'research', 'show', 'type', 'peer', 'diabetes', 'risk', 'disorder', 'outcome', 'child', 'adolescent']","['child_adolescent', 'research', 'show', 'type', 'peer', 'diabetes', 'risk', 'disorder', 'outcome', 'child', 'adolescent']"
443, purpose the expression silent information regulator sirt reduced diabetic retinopathy previous studies showed that alterations sirt messenger rna mrna and protein expression are implicated progressive inflammation and formation retinal acellular capillaries treatment with the sirt agonist srt improved visual response restoration and wave responses electroretinogram scotopic measurements diabetic mice this study investiga ,en, purpose the expression silent information regulator sirt reduced diabetic retinopathy previous studies showed that alterations sirt messenger rna mrna and protein expression are implicated progressive inflammation and formation retinal acellular capillaries treatment with the sirt agonist srt improved visual response restoration and wave responses electroretinogram scotopic measurements diabetic mice this study investiga , purpose the expression silent information regulator sirt reduced diabetic retinopathy previous studies showed that alterations sirt messenger rna mrna and protein expression are implicated progressive inflammation and formation retinal acellular capillaries treatment with the sirt agonist srt improved visual response restoration and wave responses electroretinogram scotopic measurements diabetic mice this study investiga ,"['purpose', 'expression', 'silent', 'information', 'regulator', 'sirt', 'reduced', 'diabetic', 'retinopathy', 'previous', 'study', 'showed', 'alteration', 'sirt', 'messenger', 'rna', 'mrna', 'protein', 'expression', 'implicated', 'progressive', 'inflammation', 'formation', 'retinal', 'acellular', 'capillary', 'treatment', 'sirt', 'agonist', 'srt', 'improved', 'visual', 'response', 'restoration', 'wave', 'response', 'electroretinogram', 'scotopic', 'measurement', 'diabetic', 'mouse', 'study', 'investiga']","['purpose', 'expression', 'silent', 'information', 'regulator', 'sirt', 'reduced', 'diabetic_retinopathy', 'previous', 'study', 'showed', 'alteration', 'sirt', 'messenger', 'rna', 'mrna', 'protein', 'expression', 'implicated', 'progressive', 'inflammation', 'formation', 'retinal', 'acellular', 'capillary', 'treatment', 'sirt', 'agonist', 'srt', 'improved', 'visual', 'response', 'restoration', 'wave', 'response', 'electroretinogram', 'scotopic', 'measurement', 'diabetic', 'mouse', 'study', 'investiga']",['diabetic_retinopathy'],expression information regulator sirt retinopathy study alteration sirt messenger mrna protein expression inflammation formation treatment sirt agonist srt response restoration response electroretinogram scotopic measurement mouse study investiga,"['diabetic_retinopathy', 'expression', 'information', 'regulator', 'sirt', 'retinopathy', 'study', 'alteration', 'messenger', 'mrna', 'protein', 'inflammation', 'formation', 'treatment', 'agonist', 'srt', 'response', 'restoration', 'electroretinogram', 'scotopic', 'measurement', 'mouse', 'investiga']","['diabetic_retinopathy', 'expression', 'information', 'regulator', 'sirt', 'retinopathy', 'study', 'alteration', 'messenger', 'mrna', 'protein', 'inflammation', 'formation', 'treatment', 'agonist', 'srt', 'response', 'restoration', 'electroretinogram', 'scotopic', 'measurement', 'mouse', 'investiga']"
444, context the influences diabetes duration and glycemic control and their potential interplays the risk heart failure remain unclear objective this work aimed investigate the association diabetes duration and glycemic control with the risk methods total individuals with diabetes but without during the baseline recruitment biobank were included this study duration diabetes was self reported and the status glycemic control was reflect ,en, context the influences diabetes duration and glycemic control and their potential interplays the risk heart failure remain unclear objective this work aimed investigate the association diabetes duration and glycemic control with the risk methods total individuals with diabetes but without during the baseline recruitment biobank were included this study duration diabetes was self reported and the status glycemic control was reflect , context the influences diabetes duration and glycemic control and their potential interplays the risk heart failure remain unclear objective this work aimed investigate the association diabetes duration and glycemic control with the risk methods total individuals with diabetes but without during the baseline recruitment biobank were included this study duration diabetes was self reported and the status glycemic control was reflect ,"['context', 'influence', 'diabetes', 'duration', 'glycemic', 'control', 'potential', 'interplay', 'risk', 'heart', 'failure', 'remain', 'unclear', 'objective', 'work', 'aimed', 'investigate', 'association', 'diabetes', 'duration', 'glycemic', 'control', 'risk', 'method', 'total', 'individual', 'diabetes', 'without', 'baseline', 'recruitment', 'biobank', 'included', 'study', 'duration', 'diabetes', 'self', 'reported', 'status', 'glycemic', 'control', 'reflect']","['context', 'influence', 'diabetes', 'duration', 'glycemic_control', 'potential', 'interplay', 'risk', 'heart_failure', 'remain_unclear', 'objective', 'work', 'aimed_investigate', 'association', 'diabetes', 'duration', 'glycemic_control', 'risk', 'method', 'total', 'individual', 'diabetes', 'without', 'baseline', 'recruitment', 'biobank', 'included', 'study', 'duration', 'diabetes', 'self', 'reported', 'status', 'glycemic_control', 'reflect']","['glycemic_control', 'heart_failure', 'remain_unclear', 'aimed_investigate', 'glycemic_control', 'glycemic_control']",influence duration control interplay risk heart failure work association glycemic control risk method diabetes recruitment biobank study duration status control reflect,"['glycemic_control', 'heart_failure', 'remain_unclear', 'aimed_investigate', 'influence', 'duration', 'control', 'interplay', 'risk', 'heart', 'failure', 'work', 'association', 'glycemic', 'method', 'diabetes', 'recruitment', 'biobank', 'study', 'status', 'reflect']","['glycemic_control', 'heart_failure', 'remain_unclear', 'aimed_investigate', 'influence', 'duration', 'control', 'interplay', 'risk', 'heart', 'failure', 'work', 'association', 'glycemic', 'method', 'diabetes', 'recruitment', 'biobank', 'study', 'status', 'reflect']"
446, year old man with hypertension and type diabetes presented with recurrent transient loss consciousness within hours after dinner home physical examination electrocardiogram and laboratory studies were unremarkable except hypotension blood pressures were measured different postures and within hours after meal but neither orthostatic hypotension nor postprandial hypotension was detected further history taking revealed that the patient was tube fed with fluid food ,en, year old man with hypertension and type diabetes presented with recurrent transient loss consciousness within hours after dinner home physical examination electrocardiogram and laboratory studies were unremarkable except hypotension blood pressures were measured different postures and within hours after meal but neither orthostatic hypotension nor postprandial hypotension was detected further history taking revealed that the patient was tube fed with fluid food , year old man with hypertension and type diabetes presented with recurrent transient loss consciousness within hours after dinner home physical examination electrocardiogram and laboratory studies were unremarkable except hypotension blood pressures were measured different postures and within hours after meal but neither orthostatic hypotension nor postprandial hypotension was detected further history taking revealed that the patient was tube fed with fluid food ,"['year', 'old', 'man', 'hypertension', 'type', 'diabetes', 'presented', 'recurrent', 'transient', 'loss', 'consciousness', 'within', 'hour', 'dinner', 'home', 'physical', 'examination', 'electrocardiogram', 'laboratory', 'study', 'unremarkable', 'except', 'hypotension', 'blood', 'pressure', 'measured', 'different', 'posture', 'within', 'hour', 'meal', 'neither', 'orthostatic', 'hypotension', 'postprandial', 'hypotension', 'detected', 'history', 'taking', 'revealed', 'patient', 'tube', 'fed', 'fluid', 'food']","['year_old_man', 'hypertension', 'type', 'diabetes', 'presented', 'recurrent', 'transient', 'loss', 'consciousness', 'within', 'hour', 'dinner', 'home', 'physical_examination', 'electrocardiogram', 'laboratory', 'study', 'unremarkable', 'except', 'hypotension', 'blood_pressure', 'measured', 'different', 'posture', 'within', 'hour', 'meal', 'neither', 'orthostatic', 'hypotension', 'postprandial', 'hypotension', 'detected', 'history', 'taking', 'revealed', 'patient', 'tube', 'fed', 'fluid', 'food']","['year_old_man', 'physical_examination', 'blood_pressure']",year man hypertension type diabetes loss consciousness hour dinner home examination laboratory study hypotension blood pressure posture hour meal hypotension hypotension history patient tube food,"['year_old_man', 'physical_examination', 'blood_pressure', 'year', 'man', 'hypertension', 'type', 'diabetes', 'loss', 'consciousness', 'hour', 'dinner', 'home', 'examination', 'laboratory', 'study', 'hypotension', 'blood', 'pressure', 'posture', 'meal', 'history', 'patient', 'tube', 'food']","['year_old_man', 'physical_examination', 'blood_pressure', 'year', 'man', 'hypertension', 'type', 'diabetes', 'loss', 'consciousness', 'hour', 'dinner', 'home', 'examination', 'laboratory', 'study', 'hypotension', 'blood', 'pressure', 'posture', 'meal', 'history', 'patient', 'tube', 'food']"
447, purpose investigate the use kvp tube voltage combined with deep learning image reconstruction dlir algorithm coronary angiography ccta for overweight patients reduce radiation and contrast doses comparison with the kvp protocol and adaptive statistical iterative reconstruction asir methods one hundred consecutive ccta patients were prospectively enrolled and randomly divided into low dose group with kvp smart for noise index ,en, purpose investigate the use kvp tube voltage combined with deep learning image reconstruction dlir algorithm coronary angiography ccta for overweight patients reduce radiation and contrast doses comparison with the kvp protocol and adaptive statistical iterative reconstruction asir methods one hundred consecutive ccta patients were prospectively enrolled and randomly divided into low dose group with kvp smart for noise index , purpose investigate the use kvp tube voltage combined with deep learning image reconstruction dlir algorithm coronary angiography ccta for overweight patients reduce radiation and contrast doses comparison with the kvp protocol and adaptive statistical iterative reconstruction asir methods one hundred consecutive ccta patients were prospectively enrolled and randomly divided into low dose group with kvp smart for noise index ,"['purpose', 'investigate', 'use', 'kvp', 'tube', 'voltage', 'combined', 'deep', 'learning', 'image', 'reconstruction', 'dlir', 'algorithm', 'coronary', 'angiography', 'ccta', 'overweight', 'patient', 'reduce', 'radiation', 'contrast', 'dos', 'comparison', 'kvp', 'protocol', 'adaptive', 'statistical', 'iterative', 'reconstruction', 'asir', 'method', 'one', 'hundred', 'consecutive', 'ccta', 'patient', 'prospectively', 'enrolled', 'randomly', 'divided', 'low', 'dose', 'group', 'kvp', 'smart', 'noise', 'index']","['purpose', 'investigate', 'use', 'kvp', 'tube', 'voltage', 'combined', 'deep', 'learning', 'image', 'reconstruction', 'dlir', 'algorithm', 'coronary', 'angiography', 'ccta', 'overweight', 'patient', 'reduce', 'radiation', 'contrast', 'dos', 'comparison', 'kvp', 'protocol', 'adaptive', 'statistical', 'iterative', 'reconstruction', 'asir', 'method', 'one', 'hundred', 'consecutive', 'ccta', 'patient', 'prospectively', 'enrolled', 'randomly', 'divided', 'low', 'dose', 'group', 'kvp', 'smart', 'noise', 'index']",[],purpose investigate use tube voltage learning image reconstruction angiography ccta radiation contrast dos comparison kvp protocol reconstruction asir method ccta patient dose group index,"['purpose', 'investigate', 'use', 'tube', 'voltage', 'learning', 'image', 'reconstruction', 'angiography', 'ccta', 'radiation', 'contrast', 'dos', 'comparison', 'kvp', 'protocol', 'asir', 'method', 'patient', 'dose', 'group', 'index']","['purpose', 'investigate', 'use', 'tube', 'voltage', 'learning', 'image', 'reconstruction', 'angiography', 'ccta', 'radiation', 'contrast', 'dos', 'comparison', 'kvp', 'protocol', 'asir', 'method', 'patient', 'dose', 'group', 'index']"
448, background early manifestation diabetic peripheral neuropathy dpn sudomotor dysfunction significantly increases the risk diabetic foot ulcer the pathogenesis sudomotor dysfunction still unclear lower limb ischemia may related sudomotor dysfunction but few studies have explored the purpose this study explore the relationship between sudomotor function and comprehensive lower limb arterial ischemia including large arteries small arteries and microvas ,en, background early manifestation diabetic peripheral neuropathy dpn sudomotor dysfunction significantly increases the risk diabetic foot ulcer the pathogenesis sudomotor dysfunction still unclear lower limb ischemia may related sudomotor dysfunction but few studies have explored the purpose this study explore the relationship between sudomotor function and comprehensive lower limb arterial ischemia including large arteries small arteries and microvas , background early manifestation diabetic peripheral neuropathy dpn sudomotor dysfunction significantly increases the risk diabetic foot ulcer the pathogenesis sudomotor dysfunction still unclear lower limb ischemia may related sudomotor dysfunction but few studies have explored the purpose this study explore the relationship between sudomotor function and comprehensive lower limb arterial ischemia including large arteries small arteries and microvas ,"['background', 'early', 'manifestation', 'diabetic', 'peripheral', 'neuropathy', 'dpn', 'sudomotor', 'dysfunction', 'significantly', 'increase', 'risk', 'diabetic', 'foot', 'ulcer', 'pathogenesis', 'sudomotor', 'dysfunction', 'still', 'unclear', 'lower', 'limb', 'ischemia', 'may', 'related', 'sudomotor', 'dysfunction', 'study', 'explored', 'purpose', 'study', 'explore', 'relationship', 'sudomotor', 'function', 'comprehensive', 'lower', 'limb', 'arterial', 'ischemia', 'including', 'large', 'artery', 'small', 'artery', 'microvas']","['background', 'early', 'manifestation', 'diabetic', 'peripheral', 'neuropathy', 'dpn', 'sudomotor', 'dysfunction', 'significantly', 'increase', 'risk', 'diabetic', 'foot', 'ulcer', 'pathogenesis', 'sudomotor', 'dysfunction', 'still', 'unclear', 'lower', 'limb', 'ischemia', 'may', 'related', 'sudomotor', 'dysfunction', 'study', 'explored', 'purpose', 'study', 'explore', 'relationship', 'sudomotor', 'function', 'comprehensive', 'lower', 'limb', 'arterial', 'ischemia', 'including', 'large', 'artery', 'small', 'artery', 'microvas']",[],manifestation dpn sudomotor dysfunction risk foot pathogenesis sudomotor dysfunction limb ischemia sudomotor dysfunction study study relationship sudomotor function limb ischemia artery microvas,"['manifestation', 'dpn', 'sudomotor', 'dysfunction', 'risk', 'foot', 'pathogenesis', 'limb', 'ischemia', 'study', 'relationship', 'function', 'artery', 'microvas']","['manifestation', 'dpn', 'sudomotor', 'dysfunction', 'risk', 'foot', 'pathogenesis', 'limb', 'ischemia', 'study', 'relationship', 'function', 'artery', 'microvas']"
449, background syndrome rare genodermatosis deriving from mutation the slca gene and affecting numerous systems particularly the skin the syndrome exhibits different clinical characteristics involving several systems most beginning with the letter the most common clinical findings are cutaneous hyperpigmentation flexion contracture the fin gers hearing loss short stature insulin dependent diabetes mellitus heart anomalies hepatosple nomegaly and hypogonadism few ,en, background syndrome rare genodermatosis deriving from mutation the slca gene and affecting numerous systems particularly the skin the syndrome exhibits different clinical characteristics involving several systems most beginning with the letter the most common clinical findings are cutaneous hyperpigmentation flexion contracture the fin gers hearing loss short stature insulin dependent diabetes mellitus heart anomalies hepatosple nomegaly and hypogonadism few , background syndrome rare genodermatosis deriving from mutation the slca gene and affecting numerous systems particularly the skin the syndrome exhibits different clinical characteristics involving several systems most beginning with the letter the most common clinical findings are cutaneous hyperpigmentation flexion contracture the fin gers hearing loss short stature insulin dependent diabetes mellitus heart anomalies hepatosple nomegaly and hypogonadism few ,"['background', 'syndrome', 'rare', 'genodermatosis', 'deriving', 'mutation', 'slca', 'gene', 'affecting', 'numerous', 'system', 'particularly', 'skin', 'syndrome', 'exhibit', 'different', 'clinical', 'characteristic', 'involving', 'several', 'system', 'beginning', 'letter', 'common', 'clinical', 'finding', 'cutaneous', 'hyperpigmentation', 'flexion', 'contracture', 'fin', 'gers', 'hearing', 'loss', 'short', 'stature', 'insulin', 'dependent', 'diabetes', 'mellitus', 'heart', 'anomaly', 'hepatosple', 'nomegaly', 'hypogonadism']","['background', 'syndrome', 'rare', 'genodermatosis', 'deriving', 'mutation', 'slca', 'gene', 'affecting', 'numerous', 'system', 'particularly', 'skin', 'syndrome', 'exhibit', 'different', 'clinical', 'characteristic', 'involving', 'several', 'system', 'beginning', 'letter', 'common', 'clinical', 'finding', 'cutaneous', 'hyperpigmentation', 'flexion', 'contracture', 'fin', 'gers', 'hearing', 'loss', 'short', 'stature', 'insulin', 'dependent', 'diabetes', 'mellitus', 'heart', 'anomaly', 'hepatosple', 'nomegaly', 'hypogonadism']",[],background syndrome genodermatosis mutation slca gene system exhibit characteristic system letter hyperpigmentation flexion contracture fin gers loss stature insulin heart anomaly hepatosple hypogonadism,"['background', 'syndrome', 'genodermatosis', 'mutation', 'slca', 'gene', 'system', 'exhibit', 'characteristic', 'letter', 'hyperpigmentation', 'flexion', 'contracture', 'fin', 'gers', 'loss', 'stature', 'insulin', 'heart', 'anomaly', 'hepatosple', 'hypogonadism']","['background', 'syndrome', 'genodermatosis', 'mutation', 'slca', 'gene', 'system', 'exhibit', 'characteristic', 'letter', 'hyperpigmentation', 'flexion', 'contracture', 'fin', 'gers', 'loss', 'stature', 'insulin', 'heart', 'anomaly', 'hepatosple', 'hypogonadism']"
450, background healthy lifestyle indispensable for the prevention noncommunicable diseases however lifestyle medicine hampered time constraints and competing priorities treating physicians dedicated lifestyle front office lfo secondary tertiary care may provide important contribution optimize patient centred lifestyle care and connect lifestyle initiatives from the community the lofit study aims gain insight into the cost effectiveness the lfo method ,en, background healthy lifestyle indispensable for the prevention noncommunicable diseases however lifestyle medicine hampered time constraints and competing priorities treating physicians dedicated lifestyle front office lfo secondary tertiary care may provide important contribution optimize patient centred lifestyle care and connect lifestyle initiatives from the community the lofit study aims gain insight into the cost effectiveness the lfo method , background healthy lifestyle indispensable for the prevention noncommunicable diseases however lifestyle medicine hampered time constraints and competing priorities treating physicians dedicated lifestyle front office lfo secondary tertiary care may provide important contribution optimize patient centred lifestyle care and connect lifestyle initiatives from the community the lofit study aims gain insight into the cost effectiveness the lfo method ,"['background', 'healthy', 'lifestyle', 'indispensable', 'prevention', 'noncommunicable', 'disease', 'however', 'lifestyle', 'medicine', 'hampered', 'time', 'constraint', 'competing', 'priority', 'treating', 'physician', 'dedicated', 'lifestyle', 'front', 'office', 'lfo', 'secondary', 'tertiary', 'care', 'may', 'provide', 'important', 'contribution', 'optimize', 'patient', 'centred', 'lifestyle', 'care', 'connect', 'lifestyle', 'initiative', 'community', 'lofit', 'study', 'aim', 'gain', 'insight', 'cost', 'effectiveness', 'lfo', 'method']","['background', 'healthy', 'lifestyle', 'indispensable', 'prevention', 'noncommunicable', 'disease', 'however', 'lifestyle', 'medicine', 'hampered', 'time', 'constraint', 'competing', 'priority', 'treating', 'physician', 'dedicated', 'lifestyle', 'front', 'office', 'lfo', 'secondary', 'tertiary', 'care', 'may', 'provide', 'important', 'contribution', 'optimize', 'patient', 'centred', 'lifestyle', 'care', 'connect', 'lifestyle', 'initiative', 'community', 'lofit', 'study', 'aim', 'gain', 'insight', 'cost_effectiveness', 'lfo', 'method']",['cost_effectiveness'],background lifestyle prevention disease medicine time constraint priority office lfo care contribution patient care initiative community lofit study gain insight cost effectiveness lfo method,"['cost_effectiveness', 'background', 'lifestyle', 'prevention', 'disease', 'medicine', 'time', 'constraint', 'priority', 'office', 'lfo', 'care', 'contribution', 'patient', 'initiative', 'community', 'lofit', 'study', 'gain', 'insight', 'cost', 'effectiveness', 'method']","['cost_effectiveness', 'background', 'lifestyle', 'prevention', 'disease', 'medicine', 'time', 'constraint', 'priority', 'office', 'lfo', 'care', 'contribution', 'patient', 'initiative', 'community', 'lofit', 'study', 'gain', 'insight', 'cost', 'effectiveness', 'method']"
